,Unnamed: 0,placekey,safegraph_place_id,parent_placekey,parent_safegraph_place_id,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags,opened_on,closed_on,tracking_opened_since,tracking_closed_since
586623,587263,zzz-222@5r8-g2y-t5f,sg:c7b2b8bdcc074477a8d6bc736dbe3e6c,,,John Zink Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190.0,36.365475,-95.991812,15414 North Cincinnati Ave,Skiatook,OK,74070,US,,,,,,,2019-07
598621,599271,222-222@5r8-g32-rx5,sg:c580539afcfb4faf92c83aa16855307a,,,Ascension Health,SG_BRAND_6c6c46d79d7e982d,Ascension Health,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,36.368166,-96.020391,1501 W Rogers Blvd,Skiatook,OK,74070,US,19183964122.0,,,,,,
599381,600033,222-222@5r8-drv-8n5,sg:f8b6aa02a55b4b07a77ffa793bd05e5b,,,Barnsdall Flower,,,Florists,Florists,453110.0,36.559652,-96.162075,300 S 5th St,Barnsdall,OK,74002,US,19188472591.0,"{ ""Mon"": [[""10:00"", ""18:00""]], ""Tue"": [[""10:00"", ""18:00""]], ""Wed"": [[""10:00"", ""18:00""]], ""Thu"": [[""10:00"", ""18:00""]], ""Fri"": [[""10:00"", ""18:00""]], ""Sat"": [], ""Sun"": [] }",,,,,2019-07
604584,605242,228-222@5r8-hsm-rzf,sg:407fb121e53a4663a3912491097cdccb,,,Martina's Wine and Spirits,,,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310.0,36.414728,-96.38871,512 E 1st St,Hominy,OK,74035,US,19188852120.0,,,,,,2019-07
624754,625428,zzw-222@5r8-hsk-sbk,sg:50755bca20614ad1a2c7c2230bd41e6e,,,Ed's Music,,,"Sporting Goods, Hobby, and Musical Instrument Stores",Musical Instrument and Supplies Stores,451140.0,36.414361,-96.394847,118 W 1st St,Hominy,OK,74035,US,19188854834.0,,,,,,2019-07
625108,625782,22b-222@5r8-dxz-brk,sg:6634b2e5252849faa2ce917bb1ce607a,,,Level 8 VR,,,Other Amusement and Recreation Industries,All Other Amusement and Recreation Industries,713990.0,36.751687,-95.978272,120 SW Frank Phillips Blvd Ste C,Bartlesville,OK,74003,US,19182148286.0,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [[""17:00"", ""22:00""]], ""Thu"": [[""17:00"", ""22:00""]], ""Fri"": [[""17:00"", ""22:00""]], ""Sat"": [[""12:00"", ""22:00""]], ""Sun"": [[""12:00"", ""21:00""]] }",,,2020-07,,2019-07
638032,638726,229-222@5r8-hsm-hqz,sg:a0eec73b16594f3bb205533b2928f454,,,Hominy Donut Shop,,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515.0,36.415218,-96.392398,106 S Wood Ave,Hominy,OK,74035,US,19188856664.0,,Donut Shop,,2020-01,,2019-07
651286,651990,222-222@5r8-dnf-6kz,sg:e854e236d65d461493f5fa08ec34e0f4,,,MARVIN'S,SG_BRAND_f3c0dfec75964115,MARVIN'S,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,36.662929,-96.33687,236 E Main St,Pawhuska,OK,74056,US,,,,,,2020-03,2020-03
656098,656811,zzw-222@5r8-dy2-z9f,sg:1be53422f85345c69a9c9341ec081be2,,,First Church of Christ Scientist,,,Religious Organizations,Religious Organizations,813110.0,36.74774,-95.973708,501 S Cherokee Ave,Bartlesville,OK,74003,US,,,,,,,2019-07
657027,657741,zzw-222@5r8-dy3-3t9,sg:5681a2d28ada42098b15554be5fcb75f,,,Solo Club,,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410.0,36.751683,-95.972521,408 E 2nd St,Bartlesville,OK,74003,US,19183369684.0,,"Bar or Pub,Late Night",,,,2019-07
681289,682040,223-223@5r8-dy2-yy9,sg:6d0a16657cbb4255ac5efacfbf31692c,,,Griffith's Jack Gas Up,,,Gasoline Stations,Gasoline Stations with Convenience Stores,447110.0,36.746537,-95.973805,400 SE Adams Blvd,Bartlesville,OK,74003,US,,,,,,,2019-07
687353,688109,zzy-222@5r8-dy2-xkf,sg:f38d1ea249074f7fbbd5bf9aa6927cc4,,,Hair by Hyde,,,Personal Care Services,Barber Shops,812111.0,36.748562,-95.971006,609 E 4th St,Bartlesville,OK,74003,US,19183382755.0,,,,,,2019-07
689908,690669,223-222@5r8-g2x-dvz,sg:92a5edb747ec49f58532dca89fa1f963,,,Gary Forbes Jr Income Tax,,,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Tax Preparation Services,541213.0,36.368204,-96.009782,705 W Rogers Blvd,Skiatook,OK,74070,US,19185786900.0,"{ ""Mon"": [[""9:00"", ""18:00""]], ""Tue"": [[""9:00"", ""18:00""]], ""Wed"": [[""9:00"", ""18:00""]], ""Thu"": [[""9:00"", ""18:00""]], ""Fri"": [[""9:00"", ""18:00""]], ""Sat"": [[""9:00"", ""15:30""]], ""Sun"": [] }",,,,,2019-07
715172,715961,zzy-222@5r8-g33-jd9,sg:d7ef552864124064bfa89a1b357b61c9,,,Skiatook Cemetery,,,Death Care Services,Cemeteries and Crematories,812220.0,36.344327,-96.000946,Skiatook Cemetery,Skiatook,OK,74070,US,,,,,,,2019-07
717842,718632,zzy-222@5r8-dsf-v75,sg:80f25881849741e3a168c9b5976732a8,,,Lighthouse Church,,,Religious Organizations,Religious Organizations,813110.0,36.554103000000005,-96.148825,13749 State Highway 11,Barnsdall,OK,74002,US,,,,,,,2019-07
738459,739272,225-222@5r8-hsk-rtv,sg:a1f9039160ad47e9be44e4fd3def65b4,,,Dimples & Smiles D C,,,Child Day Care Services,Child Day Care Services,624410.0,36.407827000000005,-96.39744,823 S Tinker Ave,Hominy,OK,74035,US,19188854831.0,,,,,,2019-07
741519,742332,zzw-224@5r8-dxs-yjv,sg:6654604e039f40a7adbb47f5d032eb5b,,,Kids First,,,Child Day Care Services,Child Day Care Services,624410.0,36.748575,-95.97815,500 S Johnstone Ave,Bartlesville,OK,74003,US,19183368551.0,,,,,,2019-07
746052,746871,22g-222@5r8-g2x-49z,sg:896d48dd81f0400a99abec790c289a51,,,Sacred Heart Catholic Church,,,Religious Organizations,Religious Organizations,813110.0,36.365826,-96.001573,109 W 5th St,Skiatook,OK,74070,US,19183961179.0,,,,,,2019-07
748238,749059,zzw-223@5r8-dy2-y35,sg:19553fdc79f7432eb2b1facb276f3866,,,Schwegman Insurance & Financial Services,,,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210.0,36.749932,-95.971186,300 S Shawnee Ave,Bartlesville,OK,74003,US,19183361800.0,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""13:00""]], ""Sat"": [], ""Sun"": [] }",,,,,2019-07
753372,754198,222-223@5r8-g32-td9,sg:5ff24808ace444fea3c25404d19a0c23,,,Lakeside Chiropractic,,,Offices of Other Health Practitioners,Offices of Chiropractors,621310.0,36.368197,-96.021921,1529 W Rogers Blvd,Skiatook,OK,74070,US,,"{ ""Mon"": [[""9:00"", ""18:00""]], ""Tue"": [[""9:00"", ""18:00""]], ""Wed"": [[""9:00"", ""18:00""]], ""Thu"": [[""9:00"", ""18:00""]], ""Fri"": [[""9:00"", ""12:00""]], ""Sat"": [], ""Sun"": [] }",,,,,2019-07
754301,755128,zzy-222@5r8-dq8-8sq,sg:9c9cd31ee5b74e4fa27f64926d3fb422,,,Baptist Church,,,Religious Organizations,Religious Organizations,813110.0,36.545544,-96.165471,Birch Lake Rd,Barnsdall,OK,74002,US,19188472421.0,,,,,,2019-07
758674,759505,224-222@5r8-dxt-cqz,sg:b478b521e6a341f59c5f53ae6ef34136,224-223@5r8-dxt-cqz,sg:a4a42ae0b8314c1ca5cd599f644a9ce6,Western Union,SG_BRAND_9ee39f394d21a7f4848ab78a78da00c3,Western Union,Activities Related to Credit Intermediation,Other Activities Related to Credit Intermediation,522390.0,36.751252,-95.994472,1501 SW Frank Phillips Blvd,Bartlesville,OK,74003,US,,,,,,2021-02,2021-02
759693,760525,222-222@5r8-dy3-3t9,sg:fa3b837c9a804d2797854dde44161f86,,,Angelo's Tavern,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,36.751739,-95.97282,130 S Cherokee Ave,Bartlesville,OK,74003,US,19183382506.0,,"Bar or Pub,Late Night",,,,2019-07
761126,761960,228-222@5r8-dy3-3kf,sg:5016bc4232b743edbc95db1b2a029b2d,,,Lifespan Medical Clinic,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,36.749397,-95.972543,414 E 4th St,Bartlesville,OK,74003,US,19183360031.0,,,,,,2019-07
766816,767657,zzy-222@5r8-ht8-tsq,sg:bfe2f62958ad4e85aa0b6939ec8d43a9,,,Wynona Hs,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110.0,36.548115,-96.325633,108 W 3rd,Wynona,OK,74084,US,,,,,,,2019-07
773026,773871,228-222@5r8-dy3-28v,sg:4e422a62dc674246a7abf5a8f78f83d3,,,Family Crisis & Counseling Center,,,Offices of Other Health Practitioners,Offices of Mental Health Practitioners (except Physicians),621330.0,36.750846,-95.9692,622 SE Frank Phillips Blvd,Bartlesville,OK,74003,US,19183361188.0,,,,2020-01,,2019-07
775841,776690,222-222@5r8-dxz-pn5,sg:046409ae338c46a980c3b055e2b91091,,,Jane Phillips Medical Center,,,General Medical and Surgical Hospitals,General Medical and Surgical Hospitals,622110.0,36.755949,-95.989826,219 N Virginia Ave,Bartlesville,OK,74003,US,19183312650.0,,,,,,2019-07
778230,779079,223-222@5r8-dn8-qzz,sg:985df64810cf45eab397b90e3c06b90f,,,Bruce Smith Ameriprise Financial Advisor,,,"Management, Scientific, and Technical Consulting Services",,5416.0,36.691045,-96.332892,205 E Highland Rd,Pawhuska,OK,74056,US,19182873707.0,,,,,,2019-07
803600,804484,zzw-222@5r8-dnf-xh5,sg:fa5d30f672094eb986371a4133e6758c,,,Pawhuska Bible Church,,,Religious Organizations,Religious Organizations,813110.0,36.670288,-96.331454,1220 Lynn Ave,Pawhuska,OK,74056,US,19182873177.0,,,,,,2019-07
820402,821302,zzy-222@5r8-dnz-ndv,sg:2a49502304644c42a9a9a8c3458b1f07,,,Settle Inn RV Park & Cabins,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190.0,36.654033,-96.312139,2520 Ok 99,Pawhuska,OK,74056,US,19184408350.0,,,,,,2019-07
827848,828759,223-222@5r8-dxt-b8v,sg:1319c1653c404182aeda116c20d55fd5,,,Alert Wrecker Service,,,Automotive Repair and Maintenance,General Automotive Repair,811111.0,36.752275,-95.993304,123 S Morton Ave,Bartlesville,OK,74003,US,19183367122.0,,,,,,2019-07
832020,832933,223-222@5r8-g2y-q9f,sg:204ac75557e14a59bd19499422f30742,,,Stilwell Furniture & Knickknacks,,,Personal and Household Goods Repair and Maintenance,Other Personal and Household Goods Repair and Maintenance,811490.0,36.360943,-95.992086,529 E Pine St,Skiatook,OK,74070,US,19186041754.0,"{ ""Mon"": [[""13:00"", ""15:00""]], ""Tue"": [[""13:00"", ""15:00""]], ""Wed"": [[""13:00"", ""15:00""]], ""Thu"": [[""13:00"", ""15:00""]], ""Fri"": [[""13:00"", ""15:00""]], ""Sat"": [[""13:00"", ""15:00""]], ""Sun"": [[""13:00"", ""15:00""]] }",,,,,2019-07
832309,833224,225-222@5r8-g32-ty9,sg:30ea43fc008c44799e87720e2063938d,,,Essentially Kids Inc Elc,,,Child Day Care Services,Child Day Care Services,624410.0,36.36716,-96.019567,205 S Hominy Ave,Skiatook,OK,74070,US,19183964344.0,,,,,,2019-07
833329,834246,223-222@5r8-dxs-yqf,sg:73c32ae68dfe47bea73867e42d6e20a1,,,Weeze's Cafe,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,36.750079,-95.975838,328 S Dewey Ave,Bartlesville,OK,74003,US,19183370881.0,"{ ""Mon"": [[""6:00"", ""13:30""]], ""Tue"": [[""6:00"", ""13:30""]], ""Wed"": [[""6:00"", ""13:30""]], ""Thu"": [[""6:00"", ""13:30""]], ""Fri"": [[""6:00"", ""13:30""]], ""Sat"": [[""6:30"", ""11:30""]], ""Sun"": [[""6:30"", ""13:00""]] }",Diner,,,,2019-07
835380,836301,22b-222@5r8-g2x-dvz,sg:fd97681a502548bba6944167875816c2,,,Sonic,SG_BRAND_bb5459bf19132d4dc1340654c17331df,Sonic,Restaurants and Other Eating Places,Limited-Service Restaurants,722513.0,36.368276,-96.010297,707 W Rogers Blvd,Skiatook,OK,74070,US,19183963334.0,"{ ""Mon"": [[""7:00"", ""22:00""]], ""Tue"": [[""7:00"", ""22:00""]], ""Wed"": [[""7:00"", ""22:00""]], ""Thu"": [[""7:00"", ""22:00""]], ""Fri"": [[""7:00"", ""23:00""]], ""Sat"": [[""7:00"", ""23:00""]], ""Sun"": [[""8:00"", ""22:00""]] }","Ice Cream Shop,Lunch,Fast Food,Drive Through,Breakfast,Take Out and Delivery Only,Dessert,Dinner,Burgers",,,,2019-07
835703,836626,zzy-227@5r8-f28-gp9,sg:1265c576345c4484878c4e9601bc8800,222-222@5r8-f28-f75,sg:be632102eede4d93bd12e3bf23cb17c8,Dr Linda Doyle,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,36.75237,-95.941046,Medical Park Ctr,Bartlesville,OK,74003,US,,,,,,,2019-07
836670,837594,zzz-222@5r8-dnf-y9z,sg:4f56cb17858347bda3dfe3be77a07a86,,,Library Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190.0,36.67615,-96.332351,19th St & Lynn Ave,Pawhuska,OK,74056,US,,,,,,,2019-07
848210,849144,224-223@5r8-dxs-vvf,sg:3eabe75bdc0c4bc2ba541fa46a6114eb,,,Brecheisen Scott K DDS,,,Offices of Dentists,Offices of Dentists,621210.0,36.746666,-95.980274,701 S Keeler Ave,Bartlesville,OK,74003,US,,,,,,,2019-07
855412,856357,223-222@5r8-dxs-ygk,sg:12e2b55d0c3e44b9bdfe3273f02dbc43,zzy-222@5r8-dxs-ygk,sg:39cf82998e7e4a2297edd2b4544d79b8,Conocophillips Heritage Museums,,,"Museums, Historical Sites, and Similar Institutions",Museums,712110.0,36.74978,-95.978695,411 S Keeler Ave Ste 523,Bartlesville,OK,74003,US,,,,,,,2019-07
858425,859374,223-222@5r8-dxs-4y9,sg:d1fead08dd9b30ffaea1c1b3e39d93bf,,,For Your Convenience,,,Gasoline Stations,Gasoline Stations with Convenience Stores,447110.0,36.739353,-95.984468,420 W 14th St,Bartlesville,OK,74003,US,19183363824.0,,,,,,2019-07
860568,861519,222-222@5r8-drt-kcq,sg:5a5751d12a4d41b6bd9c42ff30ddc0c1,,,Barnsdall Rural Fire Fighters Association,,,"Justice, Public Order, and Safety Activities",Fire Protection,922160.0,36.558092,-96.162012,412 S 5th St,Barnsdall,OK,74002,US,19188472255.0,,,,,,2019-07
868552,869509,zzy-222@5r8-g32-vzz,sg:61e125bbe0484da98e23ae50914e4c5e,,,Daylight Donuts,SG_BRAND_a7d172ff64836747b19e982dd56dcf77,Daylight Donuts,Specialty Food Stores,Baked Goods Stores,445291.0,36.368954,-96.015943,1020 W Rogers Blvd,Skiatook,OK,74070,US,,"{ ""Mon"": [], ""Tue"": [[""4:00"", ""11:00""]], ""Wed"": [[""4:00"", ""11:00""]], ""Thu"": [[""4:00"", ""11:00""]], ""Fri"": [[""4:00"", ""11:00""]], ""Sat"": [[""4:00"", ""11:00""]], ""Sun"": [] }",,,,,2019-07
870237,871195,228-222@5r8-dy3-3nq,sg:ccf6de9326684c1cb058dc3802dd3693,,,Edward Jones,SG_BRAND_ce49fd2da39027552888496287fa81a5,Edward Jones,Other Financial Investment Activities,Miscellaneous Financial Investment Activities,523999.0,36.750694,-95.975088,221 SE Frank Phillips Blvd,Bartlesville,OK,74003,US,19183373782.0,,,,,,
885637,886610,zzy-222@5r8-dxs-49z,sg:ab505db86d564f1ca102a02c6ea6d63a,,,White Rose Cemetery,,,Death Care Services,Cemeteries and Crematories,812220.0,36.741426,-95.987687,White Rose Cemetery,Bartlesville,OK,74003,US,,,,,,,2019-07
890692,891671,zzw-222@5r8-dkr-h89,sg:f0518b81a5f0463e9cc6ecb7dcced8eb,,,Buffalo Hills Golf Course,,,Other Amusement and Recreation Industries,Golf Courses and Country Clubs,713910.0,36.654914,-96.347739,474 Farrell Ave,Pawhuska,OK,74056,US,19182871695.0,,,,,,2019-07
905187,906184,222-223@5r8-dxz-brk,sg:935b66bf48dd4e20861bb4ab925b8c81,,,Indian Coffee,,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515.0,36.751653000000005,-95.978083,116 SW Frank Phillips Blvd,Bartlesville,OK,74003,US,,,Coffee Shop,,2020-01,,2019-07
929110,930127,226-222@5r8-g2x-2ff,sg:9787082cec0e4dc8a3e212a6d167d24f,,,Skiatook Police Department Skiatook Oklahoma,,,"Justice, Public Order, and Safety Activities",Police Protection,922120.0,36.367806,-95.999268,220 S Broadway St,Skiatook,OK,74070,US,19183962424.0,,,,,,2019-07
932500,933521,zzy-224@5r8-dnf-8y9,sg:7075561a0e3b4112b2cbb00a531673a5,229-222@5r8-dnf-8y9,sg:35ed7807f57b4685b8e3fa1a143d2db9,Osage Trading,,,Other Miscellaneous Store Retailers,Tobacco Stores,453991.0,36.667789,-96.337231,S of City,Pawhuska,OK,74056,US,19182874544.0,,,,,,2019-07
943569,944602,222-222@5r8-g32-s3q,sg:383e65fb40884e81b49b05ac80cefdad,,,Finny's Landing,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,36.368879,-96.019127,1360 W Rogers Blvd,Skiatook,OK,74070,US,19185782451.0,,American Food,,2020-01,,2019-07
947273,948311,zzy-222@5r8-fmw-jgk,sg:299c4efc98c743b5a1449095b17f53c6,,,Captain Cemetery,,,Death Care Services,Cemeteries and Crematories,812220.0,36.34025,-96.046065,Captain Cemetery,Skiatook,OK,74070,US,,,,,,,2019-07
953964,955015,222-222@5r8-g2z-mff,sg:ddfaf6ccb85941049e6eceb3569e13b5,,,Osage Hills Equestrian Center,,,Other Amusement and Recreation Industries,All Other Amusement and Recreation Industries,713990.0,36.371058000000005,-95.989946,10593 N 68th West Ave,Skiatook,OK,74070,US,19188554481.0,,,,,,2019-07
955930,956981,223-222@5r8-g32-rtv,sg:5ca814aa0d1e415b9d3342eae5adcf88,,,Community Cablevision,,,Wired and Wireless Telecommunications Carriers,Wireless Telecommunications Carriers (except Satellite),517312.0,36.368944,-96.021539,1550 W Rogers Blvd,Skiatook,OK,74070,US,19183961242.0,,,,,,2019-07
957825,958877,zzy-222@5r8-fpg-g8v,sg:d686e9788baf445cad3e52c22c5c3b7a,,,Monty's BBQ & Chicken,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,36.181892,-95.908861,6150 Tecumseh St,Tulsa,OK,74035,US,15396644099.0,,"BBQ and Southern Food,American Food",,,,2019-07
979630,980709,223-222@5r8-dnf-s5z,sg:5f30fbff9eec4a47bcdf312743a2125e,,,O'Reilly Auto Parts,SG_BRAND_8e5762f2bca5e0a62ef5da4b78de3ed5,O'Reilly Auto Parts,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores,441310.0,36.668198,-96.315149,2000 E Main St,Pawhuska,OK,74056,US,19182871477.0,"{ ""Mon"": [[""7:30"", ""20:00""]], ""Tue"": [[""7:30"", ""20:00""]], ""Wed"": [[""7:30"", ""20:00""]], ""Thu"": [[""7:30"", ""20:00""]], ""Fri"": [[""7:30"", ""20:00""]], ""Sat"": [[""7:30"", ""19:00""]], ""Sun"": [[""9:00"", ""18:00""]] }",,,,,
980625,981705,224-222@5r8-dy3-3yv,sg:9d85b4968ced461193ecf5c5b5cf4ea7,,,Loafman Tom J DVM,,,"Other Professional, Scientific, and Technical Services",Veterinary Services,541940.0,36.751477,-95.974957,203 S Osage Ave,Bartlesville,OK,74003,US,19183370101.0,"{ ""Mon"": [[""7:30"", ""17:30""]], ""Tue"": [[""7:30"", ""17:30""]], ""Wed"": [[""7:30"", ""17:30""]], ""Thu"": [[""7:30"", ""17:30""]], ""Fri"": [[""7:30"", ""17:30""]], ""Sat"": [], ""Sun"": [] }",,,,,2019-07
985514,986598,zzw-222@5r8-drv-92k,sg:e0d3010ed31a470eb39af38c75b19420,,,United States Postal Service (USPS),SG_BRAND_27ee73cd1fb6f5e432852fea401eacce,United States Postal Service (USPS),Postal Service,Postal Service,491110.0,36.562008,-96.162844,520 W Main St,Barnsdall,OK,74002,US,19188473125.0,,,,,2020-12,2020-12
991180,992270,zzw-222@5r8-dy3-649,sg:529b3603d48d44b19615611363d06cc0,zzw-223@5r8-dy3-649,sg:756f312a88074d1cb2f7f0bc59a4bc65,Kane Part Time Program,,,Child Day Care Services,Child Day Care Services,624410.0,36.740088,-95.969288,801 E 13th St,Bartlesville,OK,74003,US,,,,,,,2019-07
999515,1000615,zzw-225@5r8-dxs-yn5,sg:72658a110809449280887cb45b147b36,,,Phat Tire Bike Shop,,,"Sporting Goods, Hobby, and Musical Instrument Stores",Sporting Goods Stores,451110.0,36.750371,-95.976455,319 South Dewey Avenuesuite 101,Bartlesville,OK,74003,US,19183373647.0,,,,,,2019-07
1002524,1003625,227-222@5r8-dxz-bkz,sg:36f3b88dc5d84d2d87cce7da2a4849d9,,,Mid America Karate Bartlesville,,,Other Schools and Instruction,Sports and Recreation Instruction,611620.0,36.75225,-95.97633,112 E 2nd St,Bartlesville,OK,74003,US,19183361112.0,,,,,,2019-07
1013834,1014944,222-222@5r8-dks-835,sg:1b4a6c16434049e194ac0b099ac0a14f,,,Miller Automotive,,,Automotive Repair and Maintenance,General Automotive Repair,811111.0,36.6636,-96.344248,320 W Main St,Pawhuska,OK,74056,US,19182873900.0,,,,,,2019-07
1014131,1015241,227-223@5r8-g2x-2p9,sg:2fef4737a8714631a8a05361413be2fc,,,Skiatook Osteopathic Clinic,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,36.369774,-95.999856,201 E 2nd St,Skiatook,OK,74070,US,,,,,,,2019-07
1020939,1022060,zzw-223@5r8-hsm-rtv,sg:f20fcf5a5b164397bf952266cd82ca2c,,,Hominy Hs,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110.0,36.413537,-96.39084,200 S Pettit Ave,Hominy,OK,74035,US,19188852141.0,,,,,,2019-07
1022169,1018,226-222@5r8-dnc-k75,sg:43c73f75166a4efc86fdbb69e67c4061,,,Grandview Inn Bed & Breakfast,,,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,721110.0,36.675079,-96.337208,1707 Grandview Ave,Pawhuska,OK,74056,US,19185410994.0,,,,,,2019-07
1024133,2986,22b-222@5r8-dy3-35z,sg:c412de5d6fb44d8880c1370622b63603,,,The Shirt Shop,,,"Sporting Goods, Hobby, and Musical Instrument Stores",Sporting Goods Stores,451110.0,36.750357,-95.965934,204 S Chickasaw Ave,Bartlesville,OK,74003,US,19183360628.0,"{ ""Mon"": [[""9:00"", ""17:30""]], ""Tue"": [[""9:00"", ""17:30""]], ""Wed"": [[""9:00"", ""17:30""]], ""Thu"": [[""9:00"", ""17:30""]], ""Fri"": [[""9:00"", ""17:30""]], ""Sat"": [], ""Sun"": [] }",,,2020-01,,2019-07
1030817,9677,224-222@5r8-hsk-t7q,sg:72800b1b355b466da738943d1f9f9703,,,Hugs And Kisses,,,Child Day Care Services,Child Day Care Services,624410.0,36.414028,-96.391726,209 S Pettit Ave,Hominy,OK,74035,US,19188856595.0,,,,,,2019-07
1040480,19345,22d-222@5r8-dxs-zfz,sg:ebc877a3495a4a4eb4d7d7774bdcb6d8,,,Longview Automotive,,,Automotive Repair and Maintenance,General Automotive Repair,811111.0,36.751981,-95.985218,700 SW Frank Phillips Blvd,Bartlesville,OK,74003,US,19183372155.0,"{ ""Mon"": [[""8:30"", ""18:00""]], ""Tue"": [[""8:30"", ""18:00""]], ""Wed"": [[""8:30"", ""18:00""]], ""Thu"": [[""8:30"", ""18:00""]], ""Fri"": [[""8:30"", ""18:00""]], ""Sat"": [], ""Sun"": [] }",,,,,2019-07
1044027,22897,22f-222@5r8-g32-snq,sg:d1c2984fd09043a19c25d3e6601ef5fe,,,Green Burrito,SG_BRAND_0829c0b3c4181b52,Green Burrito,Restaurants and Other Eating Places,Limited-Service Restaurants,722513.0,36.368158,-96.015607,900 W Rogers Blvd,Skiatook,OK,74070,US,,,"Lunch,Fast Food,American Food,Breakfast,Mexican Food",,,2019-10,2019-10
1055234,34113,zzw-222@5r8-dnc-gp9,sg:a7ae46e975024c7eaaeb0fbc2019f6ea,,,First Presbyterian Church,,,Religious Organizations,Religious Organizations,813110.0,36.670441,-96.336792,101 E 12th St,Pawhuska,OK,74056,US,19182874040.0,,,,,,2019-07
1059225,38108,zzw-222@5r8-dp9-rc5,sg:aad8528cbf1e4f4c9d509a38684e4a36,,,Pawhuska Muni Airport,,,Support Activities for Air Transportation,Other Airport Operations,488119.0,36.671607,-96.405601,Pawhuska Muni Airport,Pawhuska,OK,74056,US,,,,,,,2019-07
1069755,48650,226-222@5r8-hsk-xh5,sg:57e6e00927754600ae4a576dd2564e6d,,,Whited Plumbing,,,Building Equipment Contractors,"Plumbing, Heating, and Air-Conditioning Contractors",238220.0,36.404221,-96.394212,1115 S Price Ave,Hominy,OK,74035,US,19188852536.0,,,,,,2019-07
